  Avoir un ventre usé par la marche ? une peau,"Ka kɔnɔbara dɔ tiɲɛ ka taa, walima ka fari dɔ sɔrɔ"
"  Qui plus vite, à l'endroit des genoux, devient sale ?",Mɔgɔ minnu bɛ nɔgɔ joona ka tɛmɛ u ka ɲɔngiri kan?
  Exécuter des tours de souplesse dorsale ?. . .,Ka nɛgɛtigɛbanaw kɛ ka ɲɛgɛn? . . .
"  Non, merci. D'une main flatter la chèvre au cou","A tɛ, n bɛ barika da i ye."
"  Cependant que, de l'autre, on arrose le chou,","Nka ni aw bɛ kabaji kɛ ka a kɛ ji ye,"
"  Et, donneur de séné par désir de rhubarbe,","Ni a bɛ sin di a ma ni a ka cɛɲɛ ye,"
"  Avoir son encensoir, toujours, dans quelque barbe ?",A ka wusulanji bɛ a kun na tuma bɛɛ wa?
"  Non, merci ! Se pousser de giron en giron,",A bɛ bonya ka taa a fɛ.
"  Devenir un petit grand homme dans un rond,","Ka kɛ cɛba fitinin ye, ka kɛ mɔgɔba ye,"
"  Et naviguer, avec des madrigaux pour rames,","Ka kurun ta ni kurunba kurun ye,"
  Et dans ses voiles des soupirs de vieilles dames ?,"A ka finiw kɔnɔ, kɔrɔmusow bɛ ŋunana."
"  Non, merci ! Chez le bon éditeur de Sercy","Ayi, n bɛ barika da i ye, Sercy ka sɛbɛrikɛla ɲuman fɛ."
"  Faire éditer ses vers en payant ? Non, merci !",A bɛ wari di ka a ka sɛbɛnw sɛbɛ?
  S'aller faire nommer pape par les conciles,Ka taa a ɲini ka kɛ Pape ye
  Que dans des cabarets tiennent des imbéciles ?,Ko mɔgɔ hakilintanw bɛ so kɔnɔ?
"  Non, merci ! Travailler à se construire un nom",A bɛ baara kɛ ka tɔgɔba sɔrɔ.
"  Sur un sonnet, au lieu d'en faire d'autres ? Non,","A bɛ kɛ dɔnkiligafe kelen na, ka dɔ wɛrɛw kɛ?"
  Merci ! Ne découvrir du talent qu'aux mazettes ?,Ne bɛ dɔnniya sɔrɔ kungo kɔnɔ dɔrɔn wa?
"  Être terrorisé par de vagues gazettes,","Ka siran ka bɔ kunnafoniw fɛ,"
"  Et se dire sans cesse: Oh, pourvu que je sois","Ni ne bɛ to ka miiri ko: ""N bɛ se ka kɛ min ye,"
  Dans les petits papiers du Mercure François ?. . .,Mercure François ka sɛbɛninw kɔnɔ . . .
"  Non, merci ! Calculer, avoir peur, être blême,","Ayi, n bɛ barika da i ye! Ka jate kɛ, ka siran, ka kɛ mɔgɔ kuncɛbɛlɛn ye,"
"  Aimer mieux faire une visite qu'un poème,","Ka taa bɔɲɔgɔnko dɔnkiliw ye ka tɛmɛ dɔnkiliw kan,"
"  Rédiger des placets, se faire présenter ?","Ka sɛbɛnni kɛ, ka mɔgɔ bila sen kan?"
"  Non, merci ! non, merci ! non, merci ! Mais. . .chanter,","Ayi, n bɛ barika da i ye, ayi, n bɛ barika da i ye, nka..."
"  Rêver, rire, passer, être seul, être libre,","Ka sunɔgɔ, ka yɛlɛ, ka tɛmɛn, ka to i kelen na, ka kɛ hɔrɔn ye,"
"  Avoir l'oeil qui regarde bien, la voix qui vibre,","Ɲadenw bɛ yeli kɛ ka ɲa, kumakan bɛ yɛrɛyɛrɛ,"
"  Mettre, quand il vous plaît, son feutre de travers,","Ni aw bɛ a fɛ ka a dɔn, a ka a dɔn ko a bɛ a fɛ ka a dɔn."
"  Pour un oui, pour un non, se battre,--ou faire un vers !","Ni e bɛ sɔn, ni i tɛ sɔn, i bɛ kɛlɛ kɛ, walima i bɛ sɔn ka dɔ kɛ dɔ ye!"
"  Travailler sans souci de gloire ou de fortune,","Aw kana aw jija ka baara kɛ ni bonya wala nafolo ye,"
"  A tel voyage, auquel on pense, dans la lune !","A ka kan ka kɛ i n'a fɔ an bɛ miiri o la cogo min na, ka taa kalo la."
"  N'écrire jamais rien qui de soi ne sortît,","Foyi tɛ sɛbɛn min tɛ bɔ i yɛrɛ la,"
"  Et modeste d'ailleurs, se dire: mon petit,","A bɛ a yɛrɛ bonya k'a fɔ ko: ""Ne den,"
"  Soit satisfait des fleurs, des fruits, même des feuilles,",A bɛ se ka a yɛrɛ wasa ni yiriw ni jiridenw ani furaw ye.
  Si c'est dans ton jardin à toi que tu les cueilles !,"Ni i bɛ u sogi i ka nakɔso kɔnɔ, o tɛ foyi ye."
"  Puis, s'il advient d'un peu triompher, par hasard,","Ni a sera ka se sɔrɔ dɔɔnin dɔrɔn,"
"  Ne pas être obligé d'en rien rendre à César,",A 'ye a to an kana wari sara Romɛ masakɛ ye.
"  Vis-à-vis de soi-même en garder le mérite,",A ka kan ka kɛ a yɛrɛ nafa kosɔn.
"  Bref, dédaignant d'être le lierre parasite,","A laban, ka ban ka kɛ baga ye,"
"  Lors même qu'on n'est pas le chêne ou le tilleul,","Hali ni an tɛ yirisunba ye wala yirisunba,"
"  Ne pas monter bien haut, peut-être, mais tout seul !","A tɛ se ka yɛlɛn ka taa sanfɛ, nka a bɛ se ka taa a kelen!"
LE BRET:,O bɛ na ni a ye.
"  Tout seul, soit ! Mais non pas contre tous ! Comment diable","A bɛ se ka kɛ a kelen na, nka a tɛ se ka kɛ mɔgɔ bɛɛ kama."
  As-tu donc contracté la manie effroyable,Yala i ye jatigila jugu sɔrɔ wa?
"  De te faire toujours, partout, des ennemis ?",I bɛ i juguw kɛ yɔrɔ bɛɛ wa?
CYRANO:,CYRANO:
"  A force de vous voir vous faire des amis,","Aw bɛ teri caman sɔrɔ, nka o tɛ foyi ɲɛ aw la."
"  Et rire à ces amis dont vous avez des foules,","Aw bɛ yɛlɛ aw teriw ma,"
  D'une bouche empruntée au derrière des poules !,A da bɛ jigin ka bɔ dingɛ kɔfɛ.
"  J'aime raréfier sur mes pas les saluts,","Ne bɛ foli caman fɔ ne senw kan,"
  Et m'écrie avec joie: un ennemi de plus !,"A ka ne wele ni ɲagali ye ko: "" K'a sɔrɔ ne jugu dɔ wɛrɛ bɛ yan! """
LE BRET:,O bɛ na ni a ye.
  Quelle aberration !,O ye hakilintanya ye dɛ!
CYRANO:,CYRANO:
"  Eh bien, oui, c'est mon vice.",O ye ne ka jugu ye.
  Déplaire est mon plaisir. J'aime qu'on me haïsse.,Ne bɛ taa yɔrɔ wɛrɛ ni mɔgɔ tɛ ne kanu.
"  Mon cher, si tu savais comme l'on marche mieux","Ne ka kanba, ni i tun bɛ taamacogo dɔn ka ɲɛ"
  Sous la pistolétade excitante des yeux !,A ɲɛw bɛ ɲɛgɛnna kosɛbɛ!
"  Comme, sur les pourpoints, font d'amusantes taches","I n'a fɔ, fɛn minnu bɛ kɛ sababuw la, olu bɛ kɛ yɔrɔ ɲɛnagwɛlenw ye"
  Le fiel des envieux et la bave des lâches !,Jalolikɛlaw ka ŋɛɲɛ ni siranbagatɔw ka ŋɛɲɛ!
"  --Vous, la molle amitié dont vous vous entourez,",Aw bɛ ɲɔgɔn kanu kosɛbɛ.
"  Ressemble à ces grands cols d'Italie, ajourés","A bɛ i ko Itali jamana kuncɛba minnu bɛ yen, u bɛ u bila ka taa"
"  Et flottants, dans lesquels votre cou s'effémine:","Ni kurunba bɛ aw kun na,"
"  On y est plus à l'aise. . .et de moins haute mine,",A bɛ mɔgɔ nɔgɔya ka tɛmɛ o kan.
"  Car le front n'ayant pas de maintien ni de loi,","K'a masɔrɔ mɔgɔ tɛ se ka mɔgɔ bonya, sariya tɛ a fɛ."
"  S'abandonne à pencher dans tous les sens. Mais moi,",A bɛ a yɛrɛ mabɔ a ka kow la.
"  La Haine, chaque jour, me tuyaute et m'apprête",Koniya bɛ ne la don o don ka ne tɔɔrɔ
  La fraise dont l'empois force à lever la tête;,Tumu bɛ a kun kɔrɔta ni a ka baga ye.
  Chaque ennemi de plus est un nouveau godron,K'a sɔrɔ a juguw bɛɛ ye kelen ye.
"  Qui m'ajoute une gêne, et m'ajoute un rayon:","A bɛ ne tɔɔrɔ fara ne ka sɛgɛ kan, ka ne tɔɔrɔ fara ne ka sɛgɛ kan."
"  Car, pareille en tous points à la fraise espagnole,","Sabu cogo bɛɛ la, i ko Sipaniɲan jiriden,"
"  La Haine est un carcan, mais c'est une auréole !","Koniya ye fɛnɲɛnamafagalan ye, nka a ye sunɔgɔ ye!"
"LE BRET (après un silence, passant son bras sous le sien):","KƐNƐ (a ye mankanba kɛ ka ban, a bolo bɛ a bolo kɔrɔ):"
"  Fais tout haut l'orgueilleux et l'amer, mais, tout bas","I ka kuncɛbaya kɛ ka i bonya, ka i kun su, nka i ka i yɛrɛ majigi"
  Dis-moi tout simplement qu'elle ne t'aime pas !,A fɔ ne ye dɔrɔn ko a tɛ i kanu!
CYRANO (vivement):,CYRANO (min bɛ ɲɛnamaya la):
  Tais-toi !,I bɛ i da la!
"  (Depuis un moment, Christian est entré, s'est mêlé aux cadets; ceux-ci","(A daminɛ na, Christian donna, a donna kanbelenw cɛma; olu ye"
  ne lui adressent pas la parole; il a fini par s'asseoir seul à une,"u ma kuma a fɛ, a laban a tora a kelen na ka taa"
