"  Non, merci ! Travailler à se construire un nom",A 'dèanamh ainm air fhèin
"  Sur un sonnet, au lieu d'en faire d'autres ? Non,","Air sonnet, an àite a bhith a 'dèanamh cuid eile?"
  Merci ! Ne découvrir du talent qu'aux mazettes ?,A-mhàin a 'faighinn eòlas air tàlant ann an gaileanan?
"  Être terrorisé par de vagues gazettes,",A bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a bhith air a 'tachairt le na pàipearan-naidheachd.
"  Et se dire sans cesse: Oh, pourvu que je sois","Agus a 'smaoineachadh gu h-ìosal, 'Oh, ma tha mi"
  Dans les petits papiers du Mercure François ?. . .,Ann an pàipearan beaga aig Mercury Francis? . . .
"  Non, merci ! Calculer, avoir peur, être blême,","No, taing! A 'dèanamh cunntas, a bhith eagal, a bhith blùine,"
"  Aimer mieux faire une visite qu'un poème,","Is fheàrr leat cuairt a dhèanamh na bàrdachd,"
"  Rédiger des placets, se faire présenter ?","A 'dèanamh plèanaichean, a' cur air adhart?"
"  Non, merci ! non, merci ! non, merci ! Mais. . .chanter,","No, thanks! no, thanks! no, thanks!"
"  Rêver, rire, passer, être seul, être libre,","A bhith a 'bruadar, a' gàire, a' dol seachad, a bhith aonar, a bhith saorsa,"
"  Avoir l'oeil qui regarde bien, la voix qui vibre,","A bhith a 'coimhead gu math, guth a bhith a' treòladh,"
"  Mettre, quand il vous plaît, son feutre de travers,","Cuir, nuair a tha thu ag iarraidh, a 'faireachdainn a-mach,"
"  Pour un oui, pour un non, se battre,--ou faire un vers !","Airson a 'sì, airson a' nach eil, a 'sabaid, - no a' dèanamh a 'chruain!"
"  Travailler sans souci de gloire ou de fortune,","Ag obair gun dragh air òrachas no beairteas,"
"  A tel voyage, auquel on pense, dans la lune !","Air turas mar sin, a tha thu a 'smaoineachadh, anns a' ghealach!"
"  N'écrire jamais rien qui de soi ne sortît,","Chan eil thu a 'sgrìobhadh dad a tha a' tighinn às fhèin,"
"  Et modeste d'ailleurs, se dire: mon petit,","Agus modest a h-uile càil, ag ràdh fhèin, 'Mo leanabh,"
"  Soit satisfait des fleurs, des fruits, même des feuilles,","'S e blòraichean, feòraichean, eadhon duilleagan, a tha a' dèanamh sàbhailteachd."
  Si c'est dans ton jardin à toi que tu les cueilles !,Ma tha thu a 'glacadh iad anns an gàrradh agad fhèin!
"  Puis, s'il advient d'un peu triompher, par hasard,","An uairsin, ma tha e a 'faighinn buaidh beag, gu h-amaideach,"
"  Ne pas être obligé d'en rien rendre à César,","Agus cha bhi mi air bith a thoirt dha Ceasar,"
"  Vis-à-vis de soi-même en garder le mérite,","Gu h-aon choireigin,"
"  Bref, dédaignant d'être le lierre parasite,","Gu h-àireachdail, a 'toirt dìomhaireachd air a bhith na lierre parasite,"
"  Lors même qu'on n'est pas le chêne ou le tilleul,","Ged nach eil sinn na h-oic no na h-iomair,"
"  Ne pas monter bien haut, peut-être, mais tout seul !","Chan eil e gu math àrd, is dòcha, ach a-mhàin!"
LE BRET:,A ' BREAT:
"  Tout seul, soit ! Mais non pas contre tous ! Comment diable","A h-uile duine, ach chan ann an aghaidh a h-uile duine."
  As-tu donc contracté la manie effroyable,An do ghabh thu an t-sùil uamhasach?
"  De te faire toujours, partout, des ennemis ?","A bhith a 'dèanamh nàimhdean dhut fhèin an-còmhnaidh, anns a h-uile àite?"
CYRANO:,CYRANO:
"  A force de vous voir vous faire des amis,","A 'coimhead ort a' dèanamh caraidean,"
"  Et rire à ces amis dont vous avez des foules,","Agus ga gàireachadh air na caraidean sin aig a bheil sluagh agad,"
  D'une bouche empruntée au derrière des poules !,Le beul air a thoirt air ais gu cùl nan cearcannan!
"  J'aime raréfier sur mes pas les saluts,","Tha mi a 'còrdadh ri cur fàilte air mo chois,"
  Et m'écrie avec joie: un ennemi de plus !,Agus cridh e rium le tlachd: fear eile!
LE BRET:,A ' BREAT:
  Quelle aberration !,Dè an abharrachd a th 'ann!
CYRANO:,CYRANO:
"  Eh bien, oui, c'est mon vice.","Uill, tha e, is e mo ghnè."
  Déplaire est mon plaisir. J'aime qu'on me haïsse.,Tha mi a 'gabhail tlachd às. Is toil leam gun fuathadh mi.
"  Mon cher, si tu savais comme l'on marche mieux","A ghràidh, ma dh'aithnicheas tu mar a tha sinn a' coiseachd nas fheàrr"
  Sous la pistolétade excitante des yeux !,Fo ghilleas-pòsaidh na sùilean!
"  Comme, sur les pourpoints, font d'amusantes taches","Mar a tha, air na buidhnean, a 'dèanamh spòrs spòrsail"
  Le fiel des envieux et la bave des lâches !,Tha an feala a' toirt air an luchd-iomairt agus an t-sgeul a' toirt air na co-chruinnich.
"  --Vous, la molle amitié dont vous vous entourez,","-A bheil thu, a 'cheangal a tha timcheall ort,"
"  Ressemble à ces grands cols d'Italie, ajourés","Tha e coltach ri na h-Iotalan mòr-chruthach sin, air an cur dheth"
"  Et flottants, dans lesquels votre cou s'effémine:","Agus a 'fuireach, anns a bheil do chluasadan a' cur fearg:"
"  On y est plus à l'aise. . .et de moins haute mine,","Tha sinn nas comhfhurtail ann. . . agus nas lugha de mhean àrd,"
"  Car le front n'ayant pas de maintien ni de loi,","Oir chan eil co-shealladh agus lagh aig an aghaidh,"
"  S'abandonne à pencher dans tous les sens. Mais moi,",Tha e a 'toirt seachad a bhith a' cur a h-uile taobh.
"  La Haine, chaque jour, me tuyaute et m'apprête",Tha gràin a' cur orm gach latha agus a' cur orm
  La fraise dont l'empois force à lever la tête;,An strawberry a tha an poison a 'cur a' cheann suas;
  Chaque ennemi de plus est un nouveau godron,Tha gach nàmhaid a bharrachd na bogh ùr
"  Qui m'ajoute une gêne, et m'ajoute un rayon:","A' cur dragh orm, agus a' cur briseadh orm."
"  Car, pareille en tous points à la fraise espagnole,","Mar, mar a tha a h-uile dòigh air a bhith a 'dèanamh a' bhròise na h-Eiphang,"
"  La Haine est un carcan, mais c'est une auréole !","Tha gràin na carcan, ach tha e na auréole!"
"LE BRET (après un silence, passant son bras sous le sien):","A 'BREAT (an dèidh sàmhach, a' dol a 'bhàis fo a chuid):"
"  Fais tout haut l'orgueilleux et l'amer, mais, tout bas","Dèan an àrd-gharr agus amhar, ach, gu h-ìosal"
  Dis-moi tout simplement qu'elle ne t'aime pas !,Dìreach innse dhomh nach eil i dèidheil ort!
CYRANO (vivement):,CYRANO (beatha):
  Tais-toi !,Sàmh!
"  (Depuis un moment, Christian est entré, s'est mêlé aux cadets; ceux-ci","(A-nis, chaidh Christian a-steach, a' dol a-steach do na caighdearan;"
  ne lui adressent pas la parole; il a fini par s'asseoir seul à une,cha robh iad a 'bruidhinn ris; a' tighinn gu crìch a shuidhe a-mhàin ri aon
